Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature,WQI Drinking,WQI Domestic,WQI Agriculture
2020,May,Telangana,,147.0,4700.0,"Large tank, Saroornagar, Rangareddy District.",1,7.52,1444.0,30,1.9,30,149,151.0,4.2,840,25.0,18.79,29.45,34.08
2020,May,Telangana,,148.0,4701.0,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",2.2,7.59,1434.0,22,4.8,19,149,120.0,4.2,860,25.0,18.8,29.51,34.29
2020,May,Telangana,,149.0,4702.0,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",4.2,7.3,1550.0,16,22,4,186,87.0,5,884,25.0,12.88,29.62,41.37
2020,May,Telangana,,150.0,4703.0,Bulbubu kunta,2.2,7.72,2158.0,30,2.8,10,309,155.0,4.2,1250,25.0,12.86,18.92,37.83
2020,May,Telangana,,151.0,4704.0,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",<0.1,7.22,1053.0,14,3.5,35,154,71.0,<1,620,25.0,18.81,33.99,34.33
2020,May,Telangana,,152.0,4705.0,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",<0.1,7.6,1815.0,38,8,84,224,496.0,4,1030,25.0,18.77,18.81,33.8
2020,June,Telangana,,53.0,1172.0,U/s of Musi at Gandipet (Osmansagar lake),4,6.73,917.0,2.5,1.3,96,148,16.0,<1,550,25.0,18.8,37.56,42.35
2020,June,Telangana,,54.0,1780.0,Gandigudem Tank,6.3,7.41,2550.0,6,15,23,270,88.0,,1483,25.0,7.31,26.89,37.12
2020,June,Telangana,,55.0,2358.0,Mallapur tank,<0.1,7.05,1728.0,52,6.1,15,193,272.0,5,1036,25.0,18.78,18.85,33.93
2020,June,Telangana,,56.0,2347.0,Asani Kunta,<0.1,7.11,6740.0,448,42,231,930,1274.0,,3911,25.0,7.26,14.18,14.2
2020,June,Telangana,,57.0,1783.0,Kistareddypet Tank,5.8,6.83,5920.0,6,26,27,514,108.0,,3438,25.0,7.29,26.78,32.36
2020,June,Telangana,,59.0,4302.0,Rudraram Tank,5.5,7.47,2824.0,4,24,21,280,72.0,,1643,25.0,7.32,32.2,40.79
2020,June,Telangana,,61.0,4241.0,"Chitkul Tank,",4.9,7.07,2388.0,5,26,22,258,78.0,,1389,25.0,7.31,26.94,40.66
2020,June,Telangana,,62.0,4242.0,"Lakadaram Cheruvu,",4.6,7.14,1962.0,6,17,23,210,40.0,,1142,25.0,14.25,21.15,41.55
2020,June,Telangana,,63.0,4243.0,"Isnapur Tank,",3.5,6.72,11200.0,86,45,34,1360,450.0,,6498,25.0,7.27,14.21,14.26
2020,June,Telangana,,65.0,1789.0,Himayathsagar lake,4.1,7.2,602.0,2.6,0.8,50,64,18.0,<1,362,25.0,24.35,37.8,43.08
2020,June,Telangana,,66.0,3069.0,"Shameerpet lake, Shameerpet",5.4,6.95,699.0,4,3.5,5,111,18.0,<1,406,25.0,24.59,48.03,100.0
2020,June,Telangana,,68.0,2340.0,Lakshminarayana cheruvu,4.9,7.17,1630.0,2.7,1.6,18,275,38.0,<1,946,25.0,12.93,34.56,43.08
2020,June,Telangana,,69.0,1788.0,Saroornagar Lake,1.9,7.32,1468.0,20,0.1,38,153,132.0,2.2,852,25.0,18.8,29.48,34.14
2020,June,Telangana,,70.0,4234.0,"Umda sagar lake, Shamshabad ",4.7,6.94,1407.0,24,8,17,265,56.0,<1,844,25.0,12.88,34.12,38.61
2020,June,Telangana,,71.0,1464.0,Bibinagar Tank,5.6,7.45,468.0,4,3,10,58,28.0,,271,25.0,32.01,41.19,52.0
2020,June,Telangana,,72.0,3068.0,Ramappa lake,6,7.6,225.0,2.3,1,7,11,7.0,<1,136,25.0,29.75,53.09,100.0
2020,June,Telangana,,73.0,1447.0,Dharmasagar tank,6.1,7.56,288.0,3,1.3,3,15,10.0,<1,178,25.0,29.9,100.0,79.09
2020,June,Telangana,,74.0,2346.0,Bhadrakali tank,4.6,7.68,577.0,3.1,1.3,7,57,16.0,<1,334,25.0,24.57,41.56,100.0
2020,June,Telangana,,75.0,3084.0,"Waddepally tank, Kazipet",5.4,6.89,501.0,2.7,0.8,8,59,12.0,<1,306,25.0,24.6,46.14,100.0
2020,June,Telangana,,76.0,3085.0,Chinnawaddepally tank,<0.1,7.2,1296.0,24,2.5,101,250,189.0,1.1,803,25.0,18.78,29.4,33.9
2020,June,Telangana,,77.0,2343.0,Premajipet tank,<0.1,6.85,1670.0,24,0.5,38,213,182.0,1.6,1002,25.0,18.79,18.89,34.02
2020,June,Telangana,,78.0,2345.0,Sai Cheruvu,2.2,7.07,14650.0,82,8,7,4899,479.0,2,9620,25.0,12.83,12.86,24.38
2020,June,Telangana,,82.0,4230.0,Kistaipally Cheruvu,5.3,7.35,3010.0,4,19,21,260,42.0,,1746,25.0,7.33,32.34,38.21
2020,June,Telangana,,83.0,4231.0,"Rayam Cheruvu,",5.5,7.28,530.0,3.4,3,12,68,32.0,,307,25.0,26.75,40.82,45.02
2020,June,Telangana,,84.0,4232.0,"Komati Cheruvu,",5.9,7.1,807.0,4,4,15,108,46.0,,473,25.0,26.7,40.35,42.1
2020,June,Telangana,,85.0,4235.0,Lake Kamuni( Shamshabad Lake),4.4,8.45,1894.0,8,20,14,371,76.0,<1,1226,25.0,6.61,24.73,41.68
2020,June,Telangana,,86.0,4233.0,"Gaddapotharam cheruvu,",4.6,7.17,6100.0,7,25,30,880,98.0,,3538,25.0,7.29,14.34,27.08
2020,June,Telangana,,87.0,4238.0,"Ameenpur Cheruvu,",5.6,7.02,1560.0,5,11,35,198,42.0,,908,25.0,14.23,36.67,40.82
2020,June,Telangana,,88.0,4239.0,"Mahaboobsagar Tank,",5.1,7.19,1693.0,5,12,26,238,56.0,,985,25.0,14.24,36.69,40.9
2020,June,Telangana,,91.0,4247.0,"Mucharla Nagaram cheruvu, Warangal",3.9,7.84,980.0,4,2.6,6,131,47.0,<1,630,25.0,18.91,38.5,43.69
2020,June,Telangana,,92.0,4248.0,"Koti Cheruvu, Hanamkonda, Warangal",<0.1,6.86,1079.0,18,8,13,119,102.0,<1,648,25.0,18.82,34.0,34.36
2020,June,Telangana,,93.0,4229.0,Neknampur Lake,5.1,7.16,1916.0,3.3,4.5,26,289,82.0,<1,1190,25.0,12.88,34.09,41.15
2020,June,Telangana,,94.0,4249.0,"Rangasamudram, Warangal",2.1,7.39,1585.0,8,2,4,220,59.0,<1,982,25.0,18.87,34.42,41.85
2020,June,Telangana,,97.0,4670.0,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",4.6,7.24,1389.0,8,5.2,6,111,66.0,<1,776,25.0,18.87,34.42,44.07
2020,June,Telangana,,98.0,4675.0,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",3.9,7.83,640.0,12,4.2,8,97,83.0,<1,384,25.0,24.37,34.18,38.8
2020,June,Telangana,,99.0,4680.0,Laknavaram lake,5.8,7.51,238.0,3,1.4,2,17,13.0,<1,152,25.0,29.88,55.93,100.0
2020,June,Telangana,,100.0,4681.0,Pakala lake Narsampet,6.1,7.99,345.0,2.8,1.6,15,30,17.0,<1,270,25.0,29.5,41.98,48.49
2020,June,Telangana,,103.0,1391.0,Hussain sagar Lake,3.6,7.36,1522.0,28,11.2,20,176,156.0,2.4,914,25.0,12.86,24.46,34.17
2020,June,Telangana,,104.0,3071.0,Langarhouse lake,<0.1,7.01,1350.0,26,0.4,6,139,162.0,3.2,838,25.0,18.8,29.49,37.78
2020,June,Telangana,,105.0,2341.0,Miralam tank,5.2,7.06,1547.0,8,5,11,200,84.0,<1,960,25.0,18.84,34.2,41.63
2020,June,Telangana,,106.0,3073.0,"Hasmathpet lake, Hasmathpet",<0.1,6.92,1521.0,30,6,13,168,181.0,4.2,944,25.0,18.79,24.43,34.07
2020,June,Telangana,,107.0,3072.0,Safilguda lake,<0.1,6.98,1716.0,16,7,2,188,94.0,2,1062,25.0,18.83,24.6,38.12
2020,June,Telangana,,108.0,3075.0,Rangadhamuni cheruvu,<0.1,6.84,1264.0,32,6,12,129,215.0,3,758,25.0,18.79,29.44,34.02
2020,June,Telangana,,111.0,2357.0,Durgam cheruvu,4,8.48,1153.0,18,0.2,18,173,98.0,<1,692,25.0,18.82,34.01,38.23
2020,June,Telangana,,113.0,2359.0,Pedda Cheruvu (Nacharam cheruvu),<0.1,7.18,1557.0,38,1.1,24,151,128.0,<1,930,25.0,18.79,29.48,34.1
2020,June,Telangana,,114.0,2342.0,Noor Md. Kunta,<0.1,7.08,2253.0,40,13.2,40,312,230.0,6.2,1352,25.0,6.57,18.85,29.54
2020,June,Telangana,,115.0,3070.0,"Fox sagar, Jeedimetla",2.6,7.24,1880.0,30,3.2,11,334,185.0,4.2,1130,25.0,12.85,18.9,34.12
2020,June,Telangana,,118.0,3086.0,Saki Tank,6.4,7.36,2038.0,5,7,25,238,67.0,,1183,25.0,20.72,32.23,37.3
2020,June,Telangana,,119.0,4237.0,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",<0.1,7,1261.0,12,0.8,9,121,68.0,<1,782,25.0,18.84,34.18,38.42
2020,June,Telangana,,120.0,4667.0,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",<0.1,7.81,2518.0,42,7.5,40,366,272.0,<1,1512,25.0,12.84,24.38,33.91
2020,June,Telangana,,121.0,4668.0,"Chinnarayan Cheruvu, Alwal (V)",2.2,7.44,1484.0,32,6.8,51,156,163.0,3,890,25.0,18.79,29.43,34.01
2020,June,Telangana,,122.0,4669.0,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",3.5,8.49,1865.0,8,3.4,66,220,55.0,<1,1120,25.0,18.8,24.52,37.97
2020,June,Telangana,,124.0,4672.0,"Medi Kunta (Wipro Lake), Nanakramguda",5,7.56,1136.0,15,8.5,27,171,129.0,1,704,25.0,18.81,37.57,37.97
2020,June,Telangana,,125.0,4673.0,Medikunta lake (BK Enclave),<0.1,6.91,968.0,30,0.9,10,121,97.0,1,610,25.0,18.81,33.97,37.95
2020,June,Telangana,,127.0,4676.0,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",<0.1,7.22,1498.0,26,22,43,158,158.0,2.2,890,25.0,12.85,29.45,34.03
2020,June,Telangana,,128.0,4677.0,"Lingam Cheruvu, Suraram (V), Quthubullapur",5,7.01,1713.0,14,12,42,148,96.0,4,1030,25.0,12.86,24.49,37.99
2020,June,Telangana,,129.0,4678.0,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",<0.1,7.27,1511.0,32,3.8,69,161,216.0,5,910,25.0,18.78,24.38,33.92
2020,June,Telangana,,130.0,4679.0,HUDA Park Lake,<0.1,6.94,1950.0,28,5.7,11,255,101.0,4,1210,25.0,12.86,18.96,34.29
2020,June,Telangana,,131.0,4683.0,"Pedda cheruvu, Madikonda",2.2,7.71,715.0,6,1,12,109,45.0,<1,430,25.0,24.41,34.48,39.44
2020,June,Telangana,,132.0,4684.0,Campus Lake Icrisat,5.2,7.33,950.0,4,7,13,132,32.0,,546,25.0,20.79,40.75,44.46
2020,June,Telangana,,133.0,4685.0,Surisigal Lake Icrisat,5.4,7.38,762.0,5,6,12,120,48.0,,445,25.0,26.71,40.42,42.41
2020,June,Telangana,,134.0,4686.0,Icrisat Lake,5.6,7.12,903.0,5,6,17,138,64.0,,527,25.0,20.74,40.11,41.13
2020,June,Telangana,,135.0,4687.0,Red Lake Icrisat,5.9,7.05,967.0,4,4,19,152,68.0,,567,25.0,20.73,40.05,40.94
2020,June,Telangana,,136.0,4689.0,"Sunnam Kunta, Jubille hills",4,7.14,565.0,8,3,70,54,76.0,<1,340,25.0,24.32,33.91,40.62
2020,June,Telangana,,137.0,4690.0,"Banjara Kunta (Singadi Kunta), Shaikpet",3.8,6.87,1063.0,28,11.8,49,124,99.0,<1,640,25.0,12.85,33.89,34.18
2020,June,Telangana,,140.0,4693.0,"Patel Cheruvu, Madeenaguda, Miyapur",<0.1,7.08,1136.0,14,2,25,111,129.0,2,682,25.0,18.8,29.52,34.2
2020,June,Telangana,,143.0,4696.0,"Parki Cheruvu, Kukatpally (V), Balanagar",<0.1,8.36,1786.0,29,29,22,190,117.0,7,1137,25.0,12.85,18.91,29.74
2020,June,Telangana,,145.0,4698.0,"Mannevari Kunta, Machabollaram (V), Alwal",2.1,7.45,2096.0,24,13.5,32,431,102.0,3,1256,25.0,6.58,18.94,34.24
2020,June,Telangana,,147.0,4700.0,"Large tank, Saroornagar, Rangareddy District.",<0.1,7.24,1389.0,20,1.3,48,161,141.0,2.2,834,25.0,18.79,29.46,34.05
2020,June,Telangana,,148.0,4701.0,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",3,7.36,1660.0,12,4.3,12,148,86.0,<1,1030,25.0,18.83,24.67,34.83
2020,June,Telangana,,149.0,4702.0,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",4.9,8.15,1477.0,14,27,15,175,75.0,3,934,25.0,12.88,29.67,38.7
2020,June,Telangana,,150.0,4703.0,Bulbubu kunta,1.5,7.46,1942.0,29,7.5,11,280,91.0,<1,1132,25.0,12.87,24.56,34.39
2020,July,Telangana,,53.0,1172.0,U/s of Musi at Gandipet (Osmansagar lake),5.2,6.88,664.0,3.2,1.1,39,88,16.0,<1,410,25.0,24.37,40.74,43.59
2020,July,Telangana,,54.0,1780.0,Gandigudem Tank,6.1,7.38,2479.0,6,13,21,238,74.0,<1,1445,25.0,12.89,29.72,38.62
2020,July,Telangana,,55.0,2358.0,Mallapur tank,<0.1,7.27,1720.0,34,3.1,25,155,224.0,5,1002,25.0,18.79,18.87,33.98
2020,July,Telangana,,56.0,2347.0,Asani Kunta,<0.1,7.22,7690.0,320,44,239,1056,1072.0,<1,4482,25.0,6.55,18.78,18.79
2020,July,Telangana,,57.0,1783.0,Kistareddypet Tank,5.4,7.16,5630.0,7,28,25,556,102.0,<1,3269,25.0,6.59,29.54,34.36
2020,July,Telangana,,58.0,2348.0,Khazipally Tank,4.8,7.39,2080.0,3.1,12,18,272,34.0,<1,1157,25.0,6.64,30.11,43.46
2020,July,Telangana,,59.0,4302.0,Rudraram Tank,5.7,6.98,2352.0,5,20,19,246,66.0,<1,1369,25.0,12.89,34.2,41.68
2020,July,Telangana,,61.0,4241.0,"Chitkul Tank,",4.5,7.09,1833.0,5.8,17,17,224,72.0,<1,1071,25.0,12.89,24.75,41.63
2020,July,Telangana,,62.0,4242.0,"Lakadaram Cheruvu,",4.9,7.39,1639.0,4.2,15,21,178,36.0,<1,958,25.0,12.91,34.5,42.77
2020,July,Telangana,,63.0,4243.0,"Isnapur Tank,",4.2,7.04,7950.0,54,39,25,880,280.0,<1,4448,25.0,6.56,18.84,24.48
2020,July,Telangana,,65.0,1789.0,Himayathsagar lake,5.2,7.52,449.0,2.8,1.2,23,74,16.0,<1,270,25.0,29.44,41.29,45.77
2020,July,Telangana,,66.0,3069.0,"Shameerpet lake, Shameerpet",5.8,7.98,667.0,2.4,2.1,8,82,16.0,<1,402,25.0,24.58,44.26,100.0
2020,July,Telangana,,68.0,2340.0,Lakshminarayana cheruvu,4.5,7.69,1560.0,3.2,2.8,9,140,34.0,<1,938,25.0,18.92,35.09,48.82
2020,July,Telangana,,69.0,1788.0,Saroornagar Lake,1.2,7.29,1274.0,14,1.1,15,152,115.0,2.8,720,25.0,18.81,29.56,34.37
2020,July,Telangana,,70.0,4234.0,"Umda sagar lake, Shamshabad ",4.7,8.24,1254.0,9,3.4,18,142,52.0,<1,720,25.0,18.85,34.31,42.22
2020,July,Telangana,,71.0,1464.0,Bibinagar Tank,5.8,7.18,408.0,3.6,5,8,58,26.0,<1,238,25.0,29.54,42.41,55.93
2020,July,Telangana,,72.0,3068.0,Ramappa lake,6.2,7.72,220.0,2.1,0.9,2,32,4.0,<1,130,25.0,30.54,100.0,70.0
2020,July,Telangana,,73.0,1447.0,Dharmasagar tank,6.2,7.89,344.0,2.1,0.7,3,31,4.0,<1,210,25.0,30.28,100.0,70.0
2020,July,Telangana,,74.0,2346.0,Bhadrakali tank,6,7.85,529.0,2.2,0.8,5,68,16.0,<1,312,25.0,24.68,49.84,100.0
2020,July,Telangana,,75.0,3084.0,"Waddepally tank, Kazipet",5.8,7.87,481.0,2.1,0.5,4,34,12.0,<1,270,25.0,29.83,60.65,100.0
2020,July,Telangana,,76.0,3085.0,Chinnawaddepally tank,3.9,8.3,994.0,18,0.9,46,116,132.0,1.7,560,25.0,18.79,29.48,34.16
2020,July,Telangana,,77.0,2343.0,Premajipet tank,2.1,7.03,2370.0,34,1.1,43,960,235.0,<1,1422,25.0,12.84,18.86,29.55
2020,July,Telangana,,78.0,2345.0,Sai Cheruvu,4.7,7.56,8770.0,47,3.1,20,2880,286.0,<1,4907,25.0,12.84,18.84,24.46
2020,July,Telangana,,81.0,4228.0,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",0.9,7.34,1436.0,12,6.9,22,236,92.0,<1,920,25.0,18.82,34.01,34.42
2020,July,Telangana,,82.0,4230.0,Kistaipally Cheruvu,5.6,7.32,2071.0,3,16,16,232,30.0,<1,1228,25.0,12.94,34.69,44.61
2020,July,Telangana,,83.0,4231.0,"Rayam Cheruvu,",5.8,7.41,449.0,3.2,4,9,62,28.0,<1,254,25.0,29.52,42.05,53.09
2020,July,Telangana,,84.0,4232.0,"Komati Cheruvu,",6.1,7.37,559.0,4,2,8,82,42.0,<1,326,25.0,24.46,41.42,44.43
2020,July,Telangana,,85.0,4235.0,Lake Kamuni( Shamshabad Lake),4.9,7.9,1567.0,4,11.2,18,182,42.0,<1,1002,25.0,12.92,30.07,42.77
2020,July,Telangana,,86.0,4233.0,"Gaddapotharam cheruvu,",4.8,7.26,5230.0,8,27,26,612,104.0,<1,3056,25.0,6.59,18.97,34.37
2020,July,Telangana,,87.0,4238.0,"Ameenpur Cheruvu,",5.4,7.28,1538.0,5,10,31,174,46.0,<1,897,25.0,18.83,37.88,41.58
2020,July,Telangana,,88.0,4239.0,"Mahaboobsagar Tank,",5.5,7.47,1437.0,5.2,9,22,176,52.0,<1,841,25.0,18.85,37.97,41.91
2020,July,Telangana,,91.0,4247.0,"Mucharla Nagaram cheruvu, Warangal",3.7,7.83,826.0,3.3,1.8,14,79,26.0,<1,494,25.0,24.44,38.63,42.83
2020,July,Telangana,,92.0,4248.0,"Koti Cheruvu, Hanamkonda, Warangal",1.9,7.19,758.0,6,3.8,12,62,56.0,<1,440,25.0,24.39,34.35,38.97
2020,July,Telangana,,93.0,4229.0,Neknampur Lake,4.2,7.56,1822.0,8,1.9,20,212,80.0,<1,1004,25.0,18.83,24.67,41.35
2020,July,Telangana,,94.0,4249.0,"Rangasamudram, Warangal",2,7.23,1030.0,5,0.9,10,104,46.0,<1,598,25.0,18.88,38.21,42.31
2020,July,Telangana,,97.0,4670.0,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",4.1,6.95,1360.0,6,3.1,19,163,64.0,<1,762,25.0,18.84,34.24,41.73
2020,July,Telangana,,98.0,4675.0,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",4.5,8.12,611.0,5,2.3,14,74,28.0,<1,368,25.0,24.44,38.65,46.14
2020,July,Telangana,,99.0,4680.0,Laknavaram lake,5.5,6.58,148.0,2.3,0.9,2,8,14.0,<1,92,25.0,29.9,53.09,100.0
2020,July,Telangana,,100.0,4681.0,Pakala lake Narsampet,6.2,7.65,178.0,2.1,0.8,6,10,12.0,<1,108,25.0,29.74,51.01,70.0
2020,July,Telangana,,102.0,4688.0,"Narinja River, Kothur - B (V), Zaheerabad",6.8,7.39,154.0,2.4,1,4,24,10.0,<1,88,25.0,34.31,100.0,53.09
2020,July,Telangana,,103.0,1391.0,Hussain sagar Lake,3.6,7.57,1338.0,10,4.6,12,138,104.0,2.8,760,25.0,18.82,29.62,38.41
2020,July,Telangana,,104.0,3071.0,Langarhouse lake,<0.1,7.19,1200.0,14,1.6,12,118,90.0,<1,670,25.0,18.83,34.05,34.48
2020,July,Telangana,,105.0,2341.0,Miralam tank,4.1,7.38,1392.0,8,2.2,17,120,48.0,<1,780,25.0,18.85,34.36,42.52
2020,July,Telangana,,106.0,3073.0,"Hasmathpet lake, Hasmathpet",<0.1,7.19,1190.0,18,0.7,12,106,97.0,1.4,714,25.0,18.82,29.6,34.39
2020,July,Telangana,,107.0,3072.0,Safilguda lake,<0.1,6.9,1053.0,10,2.9,10,102,63.0,<1,609,25.0,18.85,34.22,41.32
2020,July,Telangana,,108.0,3075.0,Rangadhamuni cheruvu,<0.1,7.21,981.0,22,0.8,14,90,110.0,2.8,580,25.0,18.81,29.54,34.28
2020,July,Telangana,,110.0,3077.0,"Kapra cheruvu, Kapra",<0.1,7.3,1667.0,12,1.2,21,170,104.0,1.5,960,25.0,18.81,24.55,34.33
2020,July,Telangana,,111.0,2357.0,Durgam cheruvu,4.8,7.24,1008.0,11,0.8,9,124,60.0,<1,,25.0,20.74,32.42,41.74
2020,July,Telangana,,113.0,2359.0,Pedda Cheruvu (Nacharam cheruvu),<0.1,7.21,1172.0,16,1.2,20,114,86.0,<1,652,25.0,18.82,34.01,34.39
2020,July,Telangana,,114.0,2342.0,Noor Md. Kunta,<0.1,7.22,1472.0,24,6.2,25,192,146.0,3.6,854,25.0,18.8,29.47,34.11
2020,July,Telangana,,115.0,3070.0,"Fox sagar, Jeedimetla",4,7.37,1645.0,16,1.8,10,220,138.0,3.2,928,25.0,18.81,24.51,40.84
2020,July,Telangana,,118.0,3086.0,Saki Tank,6.6,7.29,2008.0,6,6,23,216,64.0,,1167,25.0,26.65,26.99,37.38
2020,July,Telangana,,119.0,4237.0,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",<0.1,7.43,1158.0,6,1.3,18,186,62.0,<1,694,25.0,18.84,34.18,38.35
2020,July,Telangana,,120.0,4667.0,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",3,7.57,1980.0,28,3.4,22,240,160.0,4.2,1158,25.0,18.79,18.91,34.14
2020,July,Telangana,,121.0,4668.0,"Chinnarayan Cheruvu, Alwal (V)",<0.1,7.38,1105.0,17,2.8,34,114,108.0,1.6,664,25.0,18.8,29.52,34.19
2020,July,Telangana,,122.0,4669.0,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",3.9,8.2,2485.0,12,3.1,48,384,92.0,3.4,1660,25.0,12.86,18.94,34.31
2020,July,Telangana,,124.0,4672.0,"Medi Kunta (Wipro Lake), Nanakramguda",4.9,7.26,927.0,8,3.7,14,72,76.0,<1,560,25.0,18.84,34.22,41.68
2020,July,Telangana,,125.0,4673.0,Medikunta lake (BK Enclave),2,7.13,898.0,12,0.8,10,86,52.0,<1,520,25.0,18.86,34.32,39.11
2020,July,Telangana,,127.0,4676.0,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",0.4,7.39,1216.0,12,11.4,22,118,90.0,<1,680,25.0,12.88,34.01,34.4
2020,July,Telangana,,128.0,4677.0,"Lingam Cheruvu, Suraram (V), Quthubullapur",3.9,7.25,1616.0,15,5.7,28,224,102.0,1.12,984,25.0,18.81,24.55,34.43
2020,July,Telangana,,129.0,4678.0,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",1,7.13,1461.0,20,6.2,11,168,192.0,4.2,876,25.0,18.8,29.46,34.11
2020,July,Telangana,,131.0,4683.0,"Pedda cheruvu, Madikonda",4.2,7.8,607.0,3.1,0.7,6,68,23.0,<1,376,25.0,24.54,40.12,64.41
2020,July,Telangana,,132.0,4684.0,Campus Lake Icrisat,5.4,7.18,559.0,4,4,9,72,36.0,,322,25.0,26.75,40.9,47.31
2020,July,Telangana,,133.0,4685.0,Surisigal Lake Icrisat,5.3,7.24,755.0,4.6,7,11,108,44.0,,440,25.0,26.72,40.54,43.03
2020,July,Telangana,,134.0,4686.0,Icrisat Lake,5.9,7.32,809.0,5,7,15,110,58.0,,473,25.0,26.68,40.2,41.47
2020,July,Telangana,,135.0,4687.0,Red Lake Icrisat,6,7.39,863.0,5.6,8,16,118,62.0,,512,25.0,20.74,36.79,41.25
2020,July,Telangana,,136.0,4689.0,"Sunnam Kunta, Jubille hills",3.5,7.62,510.0,6,1,33,52,42.0,<1,306,25.0,24.36,34.19,38.7
2020,July,Telangana,,137.0,4690.0,"Banjara Kunta (Singadi Kunta), Shaikpet",3.5,7.34,994.0,12,6,28,160,71.0,<1,660,25.0,18.82,34.06,34.69
2020,July,Telangana,,138.0,4691.0,"Nagole Cheruvu, Uppal Malkajigiri District.",1.2,7.27,1883.0,24,4.3,15,282,184.0,4.5,1140,25.0,12.85,18.9,34.1
2020,July,Telangana,,140.0,4693.0,"Patel Cheruvu, Madeenaguda, Miyapur",<0.1,7.15,1241.0,10,1.2,12,152,120.0,2.8,744,25.0,18.82,29.57,38.01
2020,July,Telangana,,141.0,4694.0,Mundla Katwa Lake,"4237 & 4694 BOTH ARE SAMPLE i.e., OLD 4237 DATA HAS TO BE TAKEN (4694 TO REPLACE)",,,,,,,,,,25.0,,,
2020,July,Telangana,,143.0,4696.0,"Parki Cheruvu, Kukatpally (V), Balanagar",<0.1,7.42,1638.0,20,14,16,220,169.0,4.2,982,25.0,12.86,24.45,34.12
2020,July,Telangana,,145.0,4698.0,"Mannevari Kunta, Machabollaram (V), Alwal",4,7.54,1790.0,15,5.6,18,228,150.0,4.5,1074,25.0,18.8,18.94,37.95
2020,July,Telangana,,146.0,4699.0,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",1.7,7.18,959.0,6,2.8,9,120,56.0,<1,532,25.0,18.87,34.4,41.82
2020,July,Telangana,,147.0,4700.0,"Large tank, Saroornagar, Rangareddy District.",<0.1,7.19,1397.0,10,2.7,27,164,102.0,1.2,838,25.0,18.81,29.57,37.96
2020,July,Telangana,,148.0,4701.0,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",3.2,7.3,1737.0,9,5.6,22,220,84.0,<1,1044,25.0,18.82,24.63,38.36
2020,July,Telangana,,149.0,4702.0,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",5.7,7.24,1174.0,13,41,17,168,48.0,<1,698,25.0,12.9,37.95,39.4
2020,July,Telangana,,150.0,4703.0,Bulbubu kunta,<0.1,7.42,1326.0,24,3.1,16,142,60.0,<1,790,25.0,18.82,34.06,34.49
2020,July,Telangana,,151.0,4704.0,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",2.9,7.37,765.0,8,8.2,8,130,88.0,<1,462,25.0,24.37,34.18,41.37
2020,August,Telangana,,53.0,1172.0,U/s of Musi at Gandipet (Osmansagar lake),5.6,6.95,572.0,2.2,0.46,8,70,16.0,0.4,343,25.0,29.64,44.26,100.0
2020,August,Telangana,,54.0,1780.0,Gandigudem Tank,6,6.95,1848.0,7,8,17,298,71.0,0.4,1083,25.0,18.84,29.79,41.65
2020,August,Telangana,,55.0,2358.0,Mallapur tank,0.3,7.08,1420.0,21,5.92,28,166,150.0,4.2,842,25.0,18.79,29.46,34.11
2020,August,Telangana,,56.0,2347.0,Asani Kunta,0.3,7.08,6910.0,305,45,225,1256,1016.0,0.4,3841,25.0,12.82,18.78,18.8
2020,August,Telangana,,57.0,1783.0,Kistareddypet Tank,5.9,7.23,3360.0,8.2,19,19,342,78.0,0.4,1895,25.0,12.88,29.66,38.6
